,loss,entropy
0,5.042149543762207,4.088833808898926
1,4.9903340339660645,3.95485520362854
2,4.869266986846924,3.835733413696289
3,4.871097564697266,3.84413480758667
4,4.8542890548706055,3.881265163421631
5,4.84482479095459,3.8856282234191895
6,4.822475910186768,3.857789993286133
7,4.825315475463867,3.8040547370910645
8,4.786980152130127,3.8172478675842285
9,4.813905715942383,3.886347770690918
10,4.827759265899658,3.8056013584136963
11,4.83220100402832,3.838822841644287
12,4.757213592529297,3.792300224304199
13,4.746124267578125,3.7703847885131836
14,4.75344181060791,3.7943994998931885
15,4.827548980712891,3.8977816104888916
16,4.708105564117432,3.7626020908355713
17,4.674049377441406,3.663662910461426
18,4.732621669769287,3.7941782474517822
19,4.734611511230469,3.735943078994751
20,4.719795227050781,3.7418298721313477
21,4.718687534332275,3.8115081787109375
22,4.715582847595215,3.723717212677002
23,4.702881813049316,3.746581554412842
24,4.71064567565918,3.7902231216430664
25,4.713181018829346,3.7160439491271973
26,4.723427772521973,3.7959117889404297
27,4.706982135772705,3.684168815612793
28,4.68483829498291,3.7177276611328125
29,4.714395523071289,3.715878486633301
30,4.698707580566406,3.744558095932007
31,4.686615943908691,3.6928884983062744
32,4.710525989532471,3.712998628616333
33,4.729910850524902,3.7795379161834717
34,4.72429084777832,3.7374796867370605
35,4.749678611755371,3.790914535522461
36,4.726049900054932,3.699937343597412
37,4.745607376098633,3.766838550567627
38,4.70352029800415,3.7035396099090576
39,4.74609375,3.7203073501586914
40,4.689213752746582,3.710489273071289
41,4.737302780151367,3.722489833831787
42,4.748564720153809,3.757476806640625
43,4.6717448234558105,3.625168800354004
44,4.76422119140625,3.773404598236084
45,4.696526527404785,3.657501220703125
46,4.695411205291748,3.6756012439727783
47,4.711523532867432,3.681485414505005
48,4.722454071044922,3.7533717155456543
49,4.681286334991455,3.6749744415283203
50,4.749467849731445,3.7370176315307617
51,4.697514533996582,3.7302331924438477
52,4.692781448364258,3.6976563930511475
53,4.794963836669922,3.835237979888916
54,4.728548049926758,3.7252120971679688
55,4.754692077636719,3.730412483215332
56,4.758995056152344,3.7103662490844727
57,4.7562479972839355,3.793381690979004
58,4.768328666687012,3.763796329498291
59,4.7841362953186035,3.7751636505126953
60,4.726991653442383,3.7572247982025146
61,4.71381139755249,3.716343879699707
62,4.726879119873047,3.731454372406006
63,4.7069549560546875,3.7087275981903076
64,4.730873107910156,3.734438896179199
65,4.729228973388672,3.736922025680542
66,4.738401412963867,3.742875099182129
67,4.718540668487549,3.747814178466797
68,4.727544784545898,3.7284271717071533
69,4.735648155212402,3.7383787631988525
70,4.747922420501709,3.7319297790527344
71,4.749684810638428,3.7474026679992676
72,4.710222244262695,3.7097842693328857
73,4.731995582580566,3.732675075531006
74,4.732148170471191,3.730696678161621
75,4.727994441986084,3.7103254795074463
76,4.7532525062561035,3.7296345233917236
77,4.795635223388672,3.795736789703369
78,4.797031879425049,3.8148045539855957
79,4.785375595092773,3.791090250015259
80,4.741812705993652,3.730133056640625
81,4.776210784912109,3.700016736984253
82,4.714970111846924,3.73530912399292
83,4.776325702667236,3.6702589988708496
84,4.7328691482543945,3.7226614952087402
85,4.740782737731934,3.6927027702331543
86,4.74185037612915,3.742025852203369
87,4.708287239074707,3.735151767730713
88,4.692005157470703,3.6684656143188477
89,4.738906383514404,3.695488452911377
90,4.716233253479004,3.7048981189727783
91,4.706210136413574,3.7213618755340576
92,4.681546688079834,3.6850221157073975
93,4.673851013183594,3.7122316360473633
94,4.771832466125488,3.779569387435913
95,4.688109397888184,3.7021167278289795
96,4.657823085784912,3.6583962440490723
97,4.7165937423706055,3.7481672763824463
98,4.671391487121582,3.67946720123291
99,4.755927562713623,3.686549663543701
100,4.709860324859619,3.754939079284668
101,4.721709251403809,3.7202141284942627
102,4.713479995727539,3.7001161575317383
103,4.771147727966309,3.6964974403381348
104,4.697528839111328,3.687775135040283
105,4.732260704040527,3.7201783657073975
106,4.74299955368042,3.770712375640869
107,4.748785972595215,3.711667060852051
108,4.699261665344238,3.7102017402648926
109,4.742691993713379,3.721954822540283
110,4.721235752105713,3.610872507095337
111,4.686186790466309,3.6283488273620605
112,4.786275386810303,3.7401506900787354
113,4.694626331329346,3.6817781925201416
114,4.706356048583984,3.66325306892395
115,4.6975417137146,3.6836252212524414
116,4.747027397155762,3.745786428451538
117,4.681023597717285,3.654609203338623
118,4.715583801269531,3.6678786277770996
119,4.756505966186523,3.6970081329345703
120,4.739376544952393,3.711318016052246
121,4.697516441345215,3.719355583190918
122,4.68370246887207,3.7035179138183594
123,4.697380065917969,3.6862940788269043
124,4.742868423461914,3.706153392791748
125,4.72913932800293,3.685579776763916
126,4.695094585418701,3.7049527168273926
127,4.696319103240967,3.697538375854492
128,4.727751731872559,3.709383010864258
129,4.737626552581787,3.6963369846343994
130,4.751582145690918,3.6799869537353516
131,4.716283798217773,3.7005081176757812
132,4.764233589172363,3.7209842205047607
133,4.707543849945068,3.6208419799804688
134,4.6939921379089355,3.7540833950042725
135,4.677453994750977,3.677018642425537
136,4.681232452392578,3.70420503616333
137,4.624917984008789,3.653287649154663
138,4.6647844314575195,3.667403221130371
139,4.618155479431152,3.665041446685791
140,4.677271842956543,3.671027183532715
141,4.651848793029785,3.6568362712860107
142,4.612181663513184,3.6885876655578613
143,4.663510799407959,3.7083323001861572
144,4.622204303741455,3.654747724533081
145,4.6390380859375,3.691896915435791
146,4.5410661697387695,3.5887980461120605
