,loss,entropy
0,6.3661932945251465,5.3628129959106445
1,6.367687225341797,5.362462043762207
2,6.373453140258789,5.362488269805908
3,6.370919704437256,5.3629069328308105
4,6.377772331237793,5.332627773284912
5,6.366849422454834,5.36811637878418
6,6.369661808013916,5.369047164916992
7,6.365331649780273,5.370852947235107
8,6.369297981262207,5.370152473449707
9,6.367273807525635,5.3686323165893555
10,6.366685390472412,5.368041515350342
11,6.368385314941406,5.3688435554504395
12,6.36861515045166,5.3697309494018555
13,6.3654255867004395,5.369593620300293
14,6.367332935333252,5.368606090545654
15,6.373137474060059,5.369114875793457
16,6.371433734893799,5.371105670928955
17,6.368916034698486,5.372342109680176
18,6.369800090789795,5.372363090515137
19,6.3696699142456055,5.3718342781066895
20,6.36850643157959,5.371253967285156
21,6.370128154754639,5.3704609870910645
22,6.369081497192383,5.369934558868408
23,6.370819091796875,5.370181083679199
24,6.3662848472595215,5.370055675506592
25,6.367854595184326,5.368987560272217
26,6.367193698883057,5.368075847625732
27,6.368916034698486,5.368049144744873
28,6.370627403259277,5.369311332702637
29,6.369109153747559,5.370772838592529
30,6.3677473068237305,5.37086820602417
31,6.369569778442383,5.369994640350342
32,6.370404243469238,5.369641304016113
33,6.373856067657471,5.3707661628723145
34,6.36973237991333,5.371780872344971
35,6.370527267456055,5.3715128898620605
36,6.369724750518799,5.371006965637207
37,6.368816375732422,5.370884895324707
38,6.369243144989014,5.3705058097839355
39,6.3707966804504395,5.369936943054199
40,6.370779514312744,5.3707194328308105
41,6.368285179138184,5.371462821960449
42,6.369377613067627,5.370816230773926
43,6.370258331298828,5.370537281036377
44,6.368216514587402,5.370448112487793
45,6.370650291442871,5.3701677322387695
46,6.371409893035889,5.370315074920654
47,6.368747711181641,5.370333671569824
48,6.37017822265625,5.370018482208252
49,6.367318630218506,5.369629383087158
50,6.368627548217773,5.368378162384033
51,6.368013381958008,5.3680925369262695
52,6.369865417480469,5.368884563446045
53,6.369673728942871,5.369926929473877
54,6.37089729309082,5.370391368865967
55,6.369275093078613,5.370852947235107
56,6.373324394226074,5.371428966522217
57,6.370240211486816,5.372418403625488
58,6.370351314544678,5.3722615242004395
59,6.366991996765137,5.370541572570801
60,6.368441581726074,5.368250846862793
61,6.368326187133789,5.367398262023926
62,6.370850563049316,5.368110179901123
63,6.368483066558838,5.369725227355957
64,6.368978500366211,5.370181560516357
65,6.367603778839111,5.3694539070129395
66,6.3683366775512695,5.368645191192627
67,6.367490768432617,5.368258953094482
68,6.369775772094727,5.368636608123779
69,6.3672380447387695,5.369166374206543
70,6.3682451248168945,5.3689351081848145
71,6.366435527801514,5.368924140930176
72,6.367608070373535,5.368412971496582
73,6.36700963973999,5.367657661437988
74,6.367067813873291,5.367030143737793
75,6.369431495666504,5.367516040802002
76,6.366771221160889,5.368930339813232
77,6.364130973815918,5.368010997772217
78,6.365711212158203,5.365814208984375
79,6.367454528808594,5.365462779998779
80,6.368258953094482,5.3671345710754395
81,6.36631965637207,5.368344306945801
82,6.369777679443359,5.368786811828613
83,6.36605978012085,5.36920166015625
84,6.365481853485107,5.368201732635498
85,6.366124153137207,5.3665852546691895
86,6.3668599128723145,5.366478443145752
87,6.3662567138671875,5.3671650886535645
88,6.367243766784668,5.3676252365112305
89,6.365475177764893,5.3677825927734375
90,6.3648600578308105,5.367400646209717
91,6.364670276641846,5.366409778594971
92,6.363373756408691,5.364903450012207
93,6.366951942443848,5.364891529083252
94,6.3644561767578125,5.3665242195129395
95,6.363418102264404,5.366241931915283
96,6.365588665008545,5.3656086921691895
97,6.367162704467773,5.366431713104248
98,6.363905429840088,5.367220878601074
99,6.364833831787109,5.366844654083252
100,6.364057540893555,5.366269111633301
101,6.361438751220703,5.364453315734863
102,6.362320899963379,5.363274097442627
103,6.3635406494140625,5.363052845001221
104,6.361131191253662,5.363293647766113
105,6.360479354858398,5.363083362579346
106,6.360810279846191,5.3623881340026855
107,6.3616251945495605,5.3619608879089355
108,6.3607964515686035,5.362217903137207
109,6.3635172843933105,5.362731456756592
110,6.363462448120117,5.364029407501221
111,6.362959861755371,5.364842414855957
112,6.363918304443359,5.365382194519043
113,6.362149715423584,5.365679740905762
114,6.361953258514404,5.364731311798096
115,6.362366676330566,5.363194465637207
116,6.363632678985596,5.3630146980285645
117,6.360250473022461,5.363499641418457
118,6.360941410064697,5.362968444824219
119,6.363864898681641,5.362891674041748
120,6.363790988922119,5.364037036895752
121,6.360604286193848,5.364315986633301
122,6.359867572784424,5.363125801086426
123,6.361634254455566,5.3621439933776855
124,6.361628532409668,5.362545490264893
125,6.361503601074219,5.362884044647217
126,6.356663703918457,5.3611650466918945
127,6.365962028503418,5.360732555389404
128,6.361634254455566,5.363391399383545
129,6.361593246459961,5.364006519317627
130,6.361767292022705,5.3635053634643555
131,6.359491348266602,5.36232328414917
132,6.359799861907959,5.361191272735596
133,6.362197399139404,5.36165189743042
134,6.36259651184082,5.3623738288879395
135,6.360299110412598,5.3624677658081055
136,6.361512184143066,5.362370491027832
137,6.362410068511963,5.362808704376221
138,6.360689163208008,5.363205432891846
139,6.355655193328857,5.361237049102783
140,6.35890007019043,5.3586955070495605
141,6.35684871673584,5.358248710632324
142,6.3607916831970215,5.358802318572998
143,6.3569111824035645,5.360244274139404
144,6.359612464904785,5.360142707824707
145,6.363754749298096,5.361449718475342
146,6.361366271972656,5.36348295211792
147,6.360529899597168,5.3637471199035645
